"id","keyword","frequency"
"linkedin_10","EXPERIENCE",9
"linkedin_10","WITH",5
"linkedin_10","DATA",4
"linkedin_10","PACKAGES",4
"linkedin_10","SCIENCE",3
"linkedin_10","THE",3
"linkedin_10","HANDSON",3
"linkedin_10","EXPERIENCE IN",3
"linkedin_10","SUCH",3
"linkedin_10","SUCH AS",3
"linkedin_10","DATA SCIENCE",2
"linkedin_10","DISCIPLINEFIELD",2
"linkedin_10","CROSSFUNCTIONAL",2
"linkedin_10","HANDSON EXPERIENCE",2
"linkedin_10","HANDSON EXPERIENCE IN",2
"linkedin_10","FOLLOWING",2
"linkedin_10","OF THE",2
"linkedin_10","THE FOLLOWING",2
"linkedin_10","OF THE FOLLOWING",2
"linkedin_10","PACKAGES SUCH",2
"linkedin_10","PACKAGES SUCH AS",2
"linkedin_10","MANIPULATING",2
"linkedin_10","PREVIOUS",2
"linkedin_10","LEARNING",2
"linkedin_10","ALGORITHMS",2
"linkedin_10","DEMONSTRATED",2
"linkedin_10","VISUALIZATION",2
"linkedin_10","EXPERIENCE WITH",2
"linkedin_10","SPECIALIZATIONS",2
"linkedin_10","BACHELORS",1
"linkedin_10","DEGREE",1
"linkedin_10","BACHELORS DEGREE",1
"linkedin_10","DEGREE IN",1
"linkedin_10","BACHELORS DEGREE IN",1
"linkedin_10","COMPUTER",1
"linkedin_10","INFORMATION",1
"linkedin_10","TECHNOLOGY",1
"linkedin_10","IN COMPUTER",1
"linkedin_10","COMPUTER SCIENCE",1
"linkedin_10","SCIENCE DATA",1
"linkedin_10","SCIENCE INFORMATION",1
"linkedin_10","INFORMATION TECHNOLOGY",1
"linkedin_10","TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE",1
"linkedin_10","COMPUTER SCIENCE DATA",1
"linkedin_10","SCIENCE DATA SCIENCE",1
"linkedin_10","DATA SCIENCE INFORMATION",1
"linkedin_10","SCIENCE INFORMATION TECHNOLOGY",1
"linkedin_10","INFORMATION TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE DATA",1
"linkedin_10","COMPUTER SCIENCE DATA SCIENCE",1
"linkedin_10","SCIENCE DATA SCIENCE INFORMATION",1
"linkedin_10","DATA SCIENCE INFORMATION TECHNOLOGY",1
"linkedin_10","SCIENCE INFORMATION TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE DATA SCIENCE",1
"linkedin_10","COMPUTER SCIENCE DATA SCIENCE INFORMATION",1
"linkedin_10","SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY",1
"linkedin_10","DATA SCIENCE INFORMATION TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE DATA SCIENCE INFORMATION",1
"linkedin_10","COMPUTER SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY",1
"linkedin_10","SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY",1
"linkedin_10","COMPUTER SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY OR",1
"linkedin_10","IN COMPUTER SCIENCE DATA SCIENCE INFORMATION TECHNOLOGY OR",1
"linkedin_10","TECHNICAL",1
"linkedin_10","RELATED TECHNICAL",1
"linkedin_10","TECHNICAL OR",1
"linkedin_10","RELATED TECHNICAL OR",1
"linkedin_10","QUANTITATIVE",1
"linkedin_10","OR QUANTITATIVE",1
"linkedin_10","QUANTITATIVE DISCIPLINEFIELD",1
"linkedin_10","OR QUANTITATIVE DISCIPLINEFIELD",1
"linkedin_10","CURIOUS",1
